Mes,Tipo Atención,Motivo,Sexo,Edad,Comuna del solicitante
enero,Presencial,Consulta,M,59,CURANILAHUE
enero,Presencial,Consulta,M,24,LOS ALAMOS
enero,Presencial,Consulta,F,63,TALCAHUANO
enero,Presencial,Consulta,M,47,CHIGUAYANTE
enero,Presencial,Consulta,F,27,SAN MIGUEL
enero,Presencial,Consulta,F,28,MACUL
enero,Presencial,Consulta,F,48,LOS ALAMOS
enero,Telefónico,Consulta,M,19,VITACURA
enero,Presencial,Consulta,M,62,PUDAHUEL
enero,Telefónico,Consulta,F,49,ESTACION CENTRAL
enero,BUZON,Reclamo,F,46,LA PINTANA
enero,BUZON,Felicitación,M,59,MAIPU
enero,BUZON,Reclamo,F,39,PENALOLEN
enero,Presencial,Consulta,M,33,TALCAHUANO
enero,BUZON,Felicitación,F,50,SAN FERNANDO
enero,Presencial,Consulta,M,75,PUENTE ALTO
enero,BUZON,Reclamo,M,62,LAS CONDES
enero,BUZON,Felicitación,M,36,INDEPENDENCIA
enero,Virtual,Consulta,M,29,VINA DEL MAR
enero,Virtual,Consulta,M,69,VALPARAISO
enero,Presencial,Consulta,M,40,OSORNO
enero,Presencial,Consulta,F,51,PUDAHUEL
enero,Presencial,Consulta,F,14,PEDRO A. CERDA
enero,Presencial,Consulta,M,20,LA PINTANA
enero,Presencial,Consulta,M,29,LO ESPEJO
enero,Presencial,Consulta,M,39,MAIPU
enero,Presencial,Consulta,F,41,MAIPU
enero,Presencial,Consulta,M,36,PUDAHUEL
enero,Presencial,Consulta,F,17,MAIPU
enero,Presencial,Consulta,F,14,BUIN
enero,Presencial,Consulta,F,37,ESTACION CENTRA
enero,Presencial,Consulta,M,7,PENAFLOR
enero,Presencial,Consulta,F,33,LA FLORIDA
enero,Presencial,Consulta,M,37,PUDAHUEL
enero,Presencial,Consulta,M,45,TALCAHUANO
enero,Presencial,Consulta,M,2,MELIPILLA
enero,Presencial,Consulta,M,87,INDEPENDENCIA
enero,Presencial,Consulta,F,13,LA GRANJA
enero,Presencial,Consulta,M,43,HUALQUI
enero,Presencial,Consulta,F,74,MAIPU
enero,Presencial,Consulta,F,26,LO ESPEJO
enero,Presencial,Consulta,F,60,PUENTE ALTO
enero,Presencial,Consulta,F,46,HUELPEN
enero,Presencial,Consulta,F,48,MAIPU
enero,Presencial,Consulta,F,52,PUENTE ALTO
enero,Presencial,Consulta,F,79,HUELPEN
enero,Presencial,Consulta,F,40,PENALOLEN
enero,Presencial,Consulta,M,32,CERRO NAVIA
enero,Presencial,Consulta,F,9,PUENTE ALTO
enero,Presencial,Consulta,F,6,CHIGUAYANTE
enero,Presencial,Consulta,M,24,SANTIAGO
enero,Presencial,Consulta,M,56,TIL-TIL
enero,Presencial,Consulta,F,27,QUILICURA
enero,Presencial,Consulta,F,3,CHIGUAYANTE
enero,Presencial,Consulta,M,20,MAIPU
enero,Presencial,Consulta,M,40,TALCAHUANO
enero,Presencial,Consulta,M,58,LA PINTANA
enero,Presencial,Consulta,F,37,CONCHALI
enero,Presencial,Consulta,M,26,PEDRO A. CERDA
enero,Presencial,Consulta,F,24,SANTIAGO
enero,Presencial,Consulta,M,62,PEDRO A. CERDA
enero,Presencial,Consulta,M,44,MAIPU
enero,Presencial,Consulta,M,32,PUERTO OCTAY
enero,Presencial,Consulta,M,45,INDEPENDENCIA
enero,Presencial,Consulta,F,16,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,21,MAIPU
enero,Presencial,Consulta,M,51,PUENTE ALTO
enero,Presencial,Consulta,M,39,TOME
enero,Presencial,Consulta,M,31,RECOLETA
enero,Presencial,Consulta,F,42,TOME
enero,Presencial,Consulta,M,41,CONCHALI
enero,Presencial,Consulta,M,19,TOME
enero,Presencial,Consulta,F,66,PUDAHUEL
enero,Presencial,Consulta,M,58,BUIN
enero,Presencial,Consulta,F,79,EL BOSQUE
enero,Presencial,Consulta,M,39,Seleccione
enero,Presencial,Consulta,M,80,NUNOA
enero,Presencial,Consulta,M,20,LA GRANJA
enero,Presencial,Consulta,M,28,HUECHURABA
enero,Presencial,Consulta,F,49,QUILICURA
enero,Presencial,Consulta,M,55,LO ESPEJO
enero,Presencial,Consulta,F,41,OSORNO
enero,Presencial,Consulta,F,27,PENALOLEN
enero,Presencial,Consulta,M,33,NUNOA
enero,Presencial,Consulta,F,32,FLORIDA
enero,Presencial,Consulta,M,46,LAS CONDES
enero,Presencial,Consulta,M,45,SAN RAMON
enero,Presencial,Consulta,M,72,LA CISTERNA
enero,Presencial,Consulta,M,43,CERRILLOS
enero,Telefónico,Consulta,F,42,LO BARNECHEA
enero,Presencial,Consulta,F,18,OSORNO
enero,Presencial,Consulta,M,21,CHILLAN
enero,Telefónico,Consulta,F,26,MELIPILLA
enero,Presencial,Consulta,M,52,PUYEHUE
enero,Presencial,Consulta,M,20,PUENTE ALTO
enero,Presencial,Consulta,F,10,OSORNO
enero,Presencial,Consulta,F,37,LA PINTANA
enero,Presencial,Consulta,F,28,OSORNO
enero,Presencial,Consulta,F,20,PENAFLOR
enero,Presencial,Consulta,F,42,LAS CONDES
enero,Presencial,Consulta,F,19,PENALOLEN
enero,Presencial,Consulta,M,21,PENALOLEN
enero,Presencial,Consulta,F,53,PUENTE ALTO
enero,Telefónico,Consulta,F,No informa edad,TALAGANTE
enero,Presencial,Consulta,M,19,HUECHURABA
enero,Presencial,Consulta,M,37,LO PRADO
enero,Presencial,Consulta,M,52,PUENTE ALTO
enero,Presencial,Consulta,F,30,SAN JOAQUIN
enero,Presencial,Consulta,M,53,EL BOSQUE
enero,Presencial,Consulta,M,27,PUENTE ALTO
enero,Presencial,Consulta,F,68,RECOLETA
enero,Presencial,Consulta,M,19,PUENTE ALTO
enero,Presencial,Consulta,F,50,SAN MIGUEL
enero,Presencial,Consulta,F,53,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,46,PEDRO A. CERDA
enero,Presencial,Consulta,F,28,CHILLAN
enero,Presencial,Consulta,F,23,SAN BERNARDO
enero,Presencial,Consulta,F,29,SANTIAGO
enero,Presencial,Consulta,F,51,PUENTE ALTO
enero,Presencial,Consulta,F,51,PUENTE ALTO
enero,Presencial,Consulta,M,40,PUENTE ALTO
enero,Presencial,Consulta,M,40,PUENTE ALTO
enero,Presencial,Consulta,M,28,NUNOA
enero,Presencial,Consulta,F,22,SAN MIGUEL
enero,Presencial,Consulta,M,69,CERRO NAVIA
enero,Presencial,Consulta,F,27,RECOLETA
enero,Presencial,Consulta,F,32,PENAFLOR
enero,Presencial,Consulta,F,58,PUENTE ALTO
enero,Presencial,Consulta,M,57,PUDAHUEL
enero,Presencial,Consulta,M,25,BUIN
enero,Presencial,Consulta,F,31,LA FLORIDA
enero,Presencial,Consulta,M,41,LA FLORIDA
enero,Presencial,Consulta,F,48,MAIPU
enero,Presencial,Consulta,M,51,LAS CONDES
enero,Presencial,Consulta,F,44,PROVIDENCIA
enero,Presencial,Consulta,F,14,PROVIDENCIA
enero,Presencial,Consulta,M,46,COPIAPO
enero,Presencial,Consulta,M,53,RENCA
enero,Presencial,Consulta,F,37,TIL-TIL
enero,Presencial,Consulta,F,27,QUILICURA
enero,Presencial,Consulta,F,63,CERRO NAVIA
enero,Presencial,Consulta,F,17,PROVIDENCIA
enero,Presencial,Consulta,M,48,PROVIDENCIA
enero,Presencial,Consulta,F,34,PROVIDENCIA
enero,Presencial,Consulta,F,44,LA PINTANA
enero,Presencial,Consulta,F,36,SAN MIGUEL
enero,Presencial,Consulta,F,54,PENALOLEN
enero,Presencial,Consulta,F,34,MELIPILLA
enero,Presencial,Consulta,F,29,LO ESPEJO
enero,Presencial,Consulta,F,29,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,33,SANTIAGO
enero,Presencial,Consulta,M,26,MAIPU
enero,Presencial,Consulta,M,28,LA FLORIDA
enero,Presencial,Consulta,M,3,sin indicar
enero,Presencial,Consulta,M,51,VITACURA
enero,Presencial,Consulta,M,51,MAIPU
enero,Presencial,Consulta,F,24,HUELPEN
enero,Presencial,Consulta,M,28,PEDRO A. CERDA
enero,Presencial,Consulta,F,47,HUELPEN
enero,Telefónico,Consulta,F,No informa edad,PENAFLOR
enero,Presencial,Consulta,F,53,SAN BERNARDO
enero,Presencial,Consulta,F,19,COELEMU
enero,Presencial,Consulta,F,14,CHIGUAYANTE
enero,Presencial,Consulta,M,30,SANTIAGO
enero,Presencial,Consulta,F,27,PUENTE ALTO
enero,Presencial,Consulta,M,37,TOME
enero,Presencial,Consulta,M,51,CHILLAN
enero,Presencial,Consulta,M,56,SANTIAGO
enero,Presencial,Consulta,F,30,LA FLORIDA
enero,Presencial,Consulta,F,19,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,34,TALCAHUANO
enero,Presencial,Consulta,M,2,RENCA
enero,Presencial,Consulta,F,62,PENALOLEN
enero,Presencial,Consulta,M,50,COQUIMBO
enero,BUZON,Reclamo,M,79,MAIPU
enero,Presencial,Consulta,F,38,PEDRO A. CERDA
enero,Presencial,Consulta,M,45,PUENTE ALTO
enero,Presencial,Consulta,M,49,LO ESPEJO
enero,Presencial,Consulta,F,46,NUNOA
enero,Presencial,Consulta,F,53,LA PINTANA
enero,Telefónico,Consulta,M,38,MELIPILLA
enero,Presencial,Consulta,M,31,PENAFLOR
enero,Presencial,Consulta,F,87,QUINTA NORMAL
enero,Presencial,Consulta,F,48,CONCHALI
enero,Presencial,Consulta,F,42,RIO NEGRO
enero,Presencial,Consulta,F,32,PENAFLOR
enero,Presencial,Consulta,F,49,TALAGANTE
enero,Presencial,Consulta,F,61,LA GRANJA
enero,Presencial,Consulta,M,48,NUNOA
enero,Presencial,Consulta,M,50,PUDAHUEL
enero,Presencial,Consulta,F,39,SAN MIGUEL
enero,Presencial,Consulta,F,56,LA REINA
enero,Telefónico,Consulta,F,21,MELIPILLA
enero,Presencial,Consulta,M,41,CONCEPCION
enero,Presencial,Consulta,M,45,CORONEL
enero,Presencial,Consulta,F,28,RENCA
enero,Presencial,Consulta,F,47,PADRE HURTADO
enero,Presencial,Consulta,F,39,TALAGANTE
enero,Presencial,Consulta,M,23,EL MONTE
enero,Presencial,Consulta,F,38,PUENTE ALTO
enero,Presencial,Consulta,M,55,LA GRANJA
enero,Presencial,Consulta,M,51,PENAFLOR
enero,Presencial,Consulta,M,37,LAS CONDES
enero,Presencial,Consulta,M,67,RECOLETA
enero,Presencial,Consulta,M,72,QUINTA NORMAL
enero,Presencial,Consulta,F,13,LO PRADO
enero,Presencial,Consulta,M,3,ESTACION CENTRAL
enero,Presencial,Consulta,F,23,BUIN
enero,Presencial,Consulta,F,7,ESTACION CENTRAL
enero,Presencial,Consulta,F,14,COPIAPO
enero,Presencial,Consulta,F,15,CHIGUAYANTE
enero,Presencial,Consulta,F,12,PUDAHUEL
enero,Presencial,Consulta,F,34,DIEGO DE ALMAGRO
enero,Presencial,Consulta,M,34,MAIPU
enero,Presencial,Consulta,F,49,LA REINA
enero,Presencial,Consulta,F,22,QUINTA NORMAL
enero,Presencial,Consulta,F,39,CHIGUAYANTE
enero,Presencial,Consulta,M,54,CHIGUAYANTE
enero,Presencial,Consulta,M,52,SAN JOSE DE MAIPO
enero,Presencial,Consulta,F,28,MAIPU
enero,Presencial,Consulta,F,29,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,17,LAS CONDES
enero,Presencial,Consulta,M,49,PUDAHUEL
enero,Presencial,Consulta,M,39,LO PRADO
enero,Presencial,Consulta,M,20,MAIPU
enero,Presencial,Consulta,M,29,LA CISTERNA
enero,Presencial,Consulta,M,40,SAN JOAQUIN
enero,Presencial,Consulta,F,47,HUECHURABA
enero,Presencial,Consulta,M,53,QUINTA NORMAL
enero,Presencial,Consulta,F,39,SAN MIGUEL
enero,Presencial,Consulta,F,13,HUALAIHUE
enero,Presencial,Consulta,F,47,PADRE HURTADO
enero,Presencial,Consulta,F,7,TALAGANTE
enero,Presencial,Consulta,M,66,SAN JOAQUIN
enero,Presencial,Consulta,M,36,CORONEL
enero,Presencial,Consulta,M,29,FRESIA
enero,Presencial,Consulta,M,48,NUNOA
enero,Presencial,Consulta,M,23,PEDRO A. CERDA
enero,Presencial,Consulta,M,38,CERRO NAVIA
enero,Presencial,Consulta,F,33,HUELPEN
enero,Presencial,Consulta,F,67,CERRO NAVIA
enero,Presencial,Consulta,M,32,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,15,HUELPEN
enero,Presencial,Consulta,M,35,SAN BERNARDO
enero,Presencial,Consulta,M,44,CONCHALI
enero,Presencial,Consulta,M,23,CONCEPCION
enero,Presencial,Consulta,F,62,MACUL
enero,Presencial,Consulta,M,36,CONCHALI
enero,Presencial,Consulta,F,54,PENALOLEN
enero,Presencial,Consulta,M,38,LAS CONDES
enero,Presencial,Consulta,M,31,PAINE
enero,Presencial,Consulta,F,29,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,F,7,SAN JUAN DE LA COSTA
enero,Presencial,Consulta,F,24,PUENTE ALTO
enero,Presencial,Consulta,M,85,SANTIAGO
enero,Presencial,Consulta,F,10,CORONEL
enero,Presencial,Consulta,F,34,LA FLORIDA
enero,Presencial,Consulta,F,39,CERRO NAVIA
enero,Presencial,Consulta,M,33,LA FLORIDA
enero,Presencial,Consulta,F,8,LA FLORIDA
enero,Presencial,Consulta,F,72,QUINTA NORMAL
enero,Presencial,Consulta,M,33,LA FLORIDA
enero,Presencial,Consulta,M,33,TALCAHUANO
enero,Presencial,Consulta,M,2,LA FLORIDA
enero,Presencial,Consulta,M,51,CONCEPCION
enero,Presencial,Consulta,M,84,HUECHURABA
enero,Presencial,Consulta,M,26,PUENTE ALTO
enero,Presencial,Consulta,M,41,LO ESPEJO
enero,Presencial,Consulta,F,25,BUIN
enero,Presencial,Consulta,M,37,RENCA
enero,Presencial,Consulta,M,26,YUNGAY
enero,Presencial,Consulta,F,48,SANTIAGO
enero,Presencial,Consulta,F,34,LA FLORIDA
enero,Presencial,Consulta,M,4,LA FLORIDA
enero,Presencial,Consulta,M,37,OSORNO
enero,Presencial,Consulta,F,43,QUILICURA
enero,Presencial,Consulta,F,25,QUINTA NORMAL
enero,Presencial,Consulta,F,58,Seleccione
enero,Presencial,Consulta,M,29,OSORNO
enero,Presencial,Consulta,M,48,CONCHALI
enero,Presencial,Consulta,F,5,OSORNO
enero,Presencial,Consulta,M,18,LOS MUERMOS
enero,Telefónico,Consulta,F,29,LA FLORIDA
enero,Presencial,Consulta,M,38,LA FLORIDA
enero,Presencial,Consulta,M,49,OSORNO
enero,Presencial,Consulta,F,24,CERRO NAVIA
enero,Presencial,Consulta,F,27,RENCA
enero,Presencial,Consulta,M,24,QUILICURA
enero,Presencial,Consulta,F,26,QUILICURA
enero,Presencial,Consulta,M,47,HUALQUI
enero,Presencial,Consulta,M,59,SAN CARLOS
enero,Presencial,Consulta,F,70,LO ESPEJO
enero,Presencial,Consulta,F,17,OSORNO
enero,Presencial,Consulta,M,51,ISLA DE MAIPO
enero,Presencial,Consulta,F,31,SAN RAMON
enero,Presencial,Consulta,M,51,LOS ANGELES
enero,Presencial,Consulta,F,23,PUENTE ALTO
enero,Presencial,Consulta,M,68,VITACURA
enero,Presencial,Consulta,M,30,MAIPU
enero,Presencial,Consulta,F,39,CURANILAHUE
enero,Presencial,Consulta,F,10,SAN BERNARDO
enero,Presencial,Consulta,M,55,SAN JOAQUIN
enero,Presencial,Consulta,M,28,MAIPU
enero,Presencial,Consulta,F,56,CORONEL
enero,Presencial,Consulta,M,71,COPIAPO
enero,Telefónico,Consulta,M,22,LA PINTANA
enero,Presencial,Consulta,M,45,SAN BERNARDO
enero,Presencial,Consulta,M,40,HUELPEN
enero,Presencial,Consulta,F,56,TEMUCO
enero,Telefónico,Consulta,F,25,COLINA
enero,Presencial,Consulta,M,26,EL BOSQUE
enero,Presencial,Consulta,M,24,MAIPU
enero,Presencial,Consulta,F,22,PUENTE ALTO
enero,Presencial,Consulta,M,50,CALBUCO
enero,Presencial,Consulta,F,56,LA FLORIDA
enero,Presencial,Consulta,F,28,PUERTO MONTT
enero,Presencial,Consulta,F,61,PROVIDENCIA
enero,Presencial,Consulta,F,62,PENALOLEN
enero,Presencial,Consulta,M,83,PENALOLEN
enero,Telefónico,Consulta,F,20,SAN JOAQUIN
enero,Presencial,Consulta,M,32,CERRO NAVIA
enero,Presencial,Consulta,M,25,LA GRANJA
enero,Presencial,Consulta,M,18,LOS ANGELES
enero,Presencial,Consulta,M,28,PUDAHUEL
enero,Presencial,Consulta,F,33,PUENTE ALTO
enero,Presencial,Consulta,M,29,LOS ANGELES
enero,Virtual,Acceso,M,38,ARAUCO
enero,Presencial,Consulta,M,22,TALAGANTE
enero,Presencial,Consulta,M,45,RENCA
enero,Presencial,Consulta,F,19,SANTIAGO
enero,Presencial,Consulta,F,40,SAN RAMON
enero,Telefónico,Consulta,M,29,NUNOA
enero,Presencial,Consulta,M,49,LAS CONDES
enero,Presencial,Consulta,F,40,QUILICURA
enero,Presencial,Consulta,F,26,sin indicar
enero,Presencial,Consulta,F,50,CONCEPCION
enero,Presencial,Consulta,F,51,ESTACION CENTRAL
enero,Presencial,Consulta,M,21,PUDAHUEL
enero,Presencial,Consulta,M,43,LA PINTANA
enero,Presencial,Consulta,F,33,COLINA
enero,Presencial,Consulta,M,38,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,F,29,SAN BERNARDO
enero,Presencial,Consulta,F,33,SAN MIGUEL
enero,Presencial,Consulta,F,52,CORONEL
enero,Presencial,Consulta,M,41,QUILICURA
enero,Presencial,Consulta,M,26,LEBU
enero,Presencial,Consulta,M,20,CURANILAHUE
enero,Presencial,Consulta,M,53,RECOLETA
enero,Presencial,Consulta,M,19,LEBU
enero,Presencial,Consulta,M,53,CARTAGENA
enero,Presencial,Consulta,M,79,QUILICURA
enero,Presencial,Consulta,M,37,COPIAPO
enero,Presencial,Consulta,M,43,SAN JOAQUIN
enero,Telefónico,Consulta,M,37,QUINTA NORMAL
enero,Telefónico,Consulta,F,26,PAINE
enero,Presencial,Consulta,M,41,CONCEPCION
enero,Presencial,Consulta,M,69,RECOLETA
enero,Presencial,Consulta,F,21,PENALOLEN
enero,Presencial,Consulta,M,29,TALCAHUANO
enero,Presencial,Consulta,M,52,LA FLORIDA
enero,Presencial,Consulta,M,30,CONCHALI
enero,Presencial,Consulta,F,69,SAN MIGUEL
enero,Presencial,Consulta,M,19,VITACURA
enero,Presencial,Consulta,M,25,CONCEPCION
enero,Presencial,Consulta,F,50,LO ESPEJO
enero,Presencial,Consulta,M,31,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,42,LO PRADO
enero,Presencial,Consulta,F,40,SAN JOSE DE MAIPO
enero,Presencial,Consulta,F,27,RECOLETA
enero,Presencial,Consulta,F,32,CONCEPCION
enero,Presencial,Consulta,F,61,QUILICURA
enero,BUZON,Reclamo,F,46,MACHALI
enero,Virtual,Consulta,M,39,PUERTO MONTT
enero,Presencial,Consulta,M,75,CARTAGENA
enero,Presencial,Consulta,M,60,MAIPU
enero,Presencial,Consulta,F,41,PUENTE ALTO
enero,Presencial,Consulta,F,60,PROVIDENCIA
enero,Presencial,Consulta,M,7,PUDAHUEL
enero,Presencial,Consulta,F,13,SAN BERNARDO
enero,Presencial,Consulta,M,49,QUILICURA
enero,Presencial,Consulta,M,24,CONCHALI
enero,Presencial,Consulta,M,49,SAN BERNARDO
enero,Presencial,Consulta,F,14,LO PRADO
enero,Presencial,Consulta,M,50,ESTACION CENTRAL
enero,Presencial,Consulta,M,34,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,54,PUENTE ALTO
enero,Presencial,Consulta,M,49,CONCEPCION
enero,Presencial,Consulta,F,20,LAMPA
enero,Presencial,Consulta,F,20,CONCEPCION
enero,Presencial,Consulta,F,45,OSORNO
enero,Presencial,Consulta,M,20,NUNOA
enero,Presencial,Consulta,F,37,LA GRANJA
enero,Presencial,Consulta,F,14,LA FLORIDA
enero,Presencial,Consulta,M,24,CONCEPCION
enero,Presencial,Consulta,M,43,SAN BERNARDO
enero,Presencial,Consulta,M,55,PUENTE ALTO
enero,Presencial,Consulta,M,49,LAS CONDES
enero,Presencial,Consulta,F,46,PUENTE ALTO
enero,Presencial,Consulta,M,26,LO ESPEJO
enero,Presencial,Consulta,M,65,RENCA
enero,Presencial,Consulta,F,53,QUINTA NORMAL
enero,Presencial,Consulta,F,28,INDEPENDENCIA
enero,Virtual,Reclamo,F,35,LA FLORIDA
enero,Presencial,Consulta,M,24,PUENTE ALTO
enero,Presencial,Consulta,M,30,CORONEL
enero,Presencial,Consulta,F,27,PUENTE ALTO
enero,Presencial,Consulta,F,59,QUILICURA
enero,Presencial,Consulta,M,34,RECOLETA
enero,Presencial,Consulta,M,66,SAN JOAQUIN
enero,Presencial,Consulta,M,20,ESTACION CENTRAL
enero,Presencial,Consulta,M,25,TIL-TIL
enero,Presencial,Consulta,M,62,LA FLORIDA
enero,Presencial,Consulta,M,6,PADRE HURTADO
enero,Presencial,Consulta,M,52,PUENTE ALTO
enero,Presencial,Consulta,M,33,SANTIAGO
enero,Presencial,Consulta,F,46,PADRE HURTADO
enero,Presencial,Consulta,F,44,QUINTA NORMAL
enero,Presencial,Consulta,M,83,MELIPILLA
enero,Presencial,Consulta,M,27,VALPARAISO
enero,Presencial,Consulta,M,55,LAMPA
enero,Presencial,Consulta,M,22,COPIAPO
enero,Presencial,Consulta,M,43,SAN JOAQUIN
enero,Presencial,Consulta,M,43,VALLENAR
enero,Presencial,Consulta,F,69,PEDRO A. CERDA
enero,Presencial,Consulta,F,44,VALLENAR
enero,Presencial,Consulta,F,51,LO BARNECHEA
enero,Presencial,Consulta,F,51,VITACURA
enero,Presencial,Consulta,F,57,LA FLORIDA
enero,Presencial,Consulta,M,67,MELIPILLA
enero,Presencial,Consulta,M,30,CERRO NAVIA
enero,Presencial,Consulta,M,73,QUINTA NORMAL
enero,Presencial,Consulta,F,29,SANTIAGO
enero,Presencial,Consulta,M,43,DIEGO DE ALMAGRO
enero,Presencial,Consulta,F,49,SANTIAGO
enero,Presencial,Consulta,M,34,SANTIAGO
enero,Presencial,Consulta,M,22,SAN BERNARDO
enero,Presencial,Consulta,M,33,LA GRANJA
enero,Presencial,Consulta,F,16,RECOLETA
enero,Presencial,Consulta,F,42,RECOLETA
enero,Presencial,Consulta,M,66,SANTIAGO
enero,Presencial,Consulta,M,55,PADRE HURTADO
enero,Presencial,Consulta,M,18,BUIN
enero,Presencial,Consulta,F,27,LA FLORIDA
enero,Presencial,Consulta,F,47,LA REINA
enero,Presencial,Consulta,F,39,NUNOA
enero,Presencial,Consulta,M,82,LAS CONDES
enero,Presencial,Consulta,M,68,MACUL
enero,Presencial,Consulta,M,5,LAMPA
enero,Presencial,Consulta,F,44,SAN BERNARDO
enero,Presencial,Consulta,M,37,CONCEPCION
enero,Presencial,Consulta,F,22,CERRO NAVIA
enero,Presencial,Consulta,F,18,NUNOA
enero,Presencial,Consulta,M,21,RENCA
enero,Presencial,Consulta,M,10,PUENTE ALTO
enero,Presencial,Consulta,F,32,SANTIAGO
enero,Presencial,Consulta,M,31,QUILICURA
enero,Presencial,Consulta,F,67,NUNOA
enero,Presencial,Consulta,F,69,TOME
enero,Presencial,Consulta,M,30,LA FLORIDA
enero,Presencial,Consulta,F,59,LA PINTANA
enero,Telefónico,Consulta,F,No informa edad,PROVIDENCIA
enero,Presencial,Consulta,M,25,CERRILLOS
enero,Presencial,Consulta,M,27,PUENTE ALTO
enero,Presencial,Consulta,F,53,LA FLORIDA
enero,Presencial,Consulta,M,36,MAIPU
enero,Presencial,Consulta,F,33,ESTACION CENTRAL
enero,Presencial,Consulta,M,5,PUENTE ALTO
enero,Presencial,Consulta,M,62,LA FLORIDA
enero,Presencial,Consulta,M,29,COLINA
enero,Presencial,Consulta,M,58,SANTIAGO
enero,Presencial,Consulta,F,29,LA FLORIDA
enero,Presencial,Consulta,M,48,CONCHALI
enero,Presencial,Consulta,F,29,OSORNO
enero,Presencial,Consulta,M,30,MAIPU
enero,Presencial,Consulta,F,34,LAMPA
enero,Presencial,Consulta,F,75,LA PINTANA
enero,Presencial,Consulta,F,7,TALAGANTE
enero,Presencial,Consulta,M,45,RIO NEGRO
enero,Presencial,Consulta,M,20,SANTIAGO
enero,Presencial,Consulta,M,80,PENALOLEN
enero,Presencial,Consulta,F,22,RIO NEGRO
enero,Presencial,Consulta,F,62,VITACURA
enero,Virtual,Consulta,M,39,PUERTO MONTT
enero,Presencial,Consulta,M,52,OSORNO
enero,Presencial,Consulta,M,58,PUDAHUEL
enero,Presencial,Consulta,M,27,LA REINA
enero,Presencial,Consulta,F,18,OSORNO
enero,Presencial,Consulta,M,40,RENCA
enero,Presencial,Consulta,M,21,LAS CONDES
enero,Presencial,Consulta,F,63,HUECHURABA
enero,Presencial,Consulta,M,32,CERRO NAVIA
enero,Presencial,Consulta,M,67,RECOLETA
enero,Virtual,Consulta,F,28,ARICA
enero,Presencial,Consulta,F,48,COLINA
enero,Presencial,Consulta,M,21,MAIPU
enero,Presencial,Consulta,F,35,MAIPU
enero,Presencial,Consulta,F,27,SANTIAGO
enero,Presencial,Consulta,F,45,PUENTE ALTO
enero,Presencial,Consulta,M,42,TIL-TIL
enero,Presencial,Consulta,M,2,CAUQUENES
enero,Presencial,Consulta,M,37,LO PRADO
enero,Presencial,Consulta,F,49,ZAPALLAR
enero,Presencial,Consulta,F,30,CONCEPCION
enero,Presencial,Consulta,M,26,SANTIAGO
enero,Presencial,Consulta,F,37,LO PRADO
enero,Presencial,Consulta,M,60,CERRO NAVIA
enero,BUZON,Acceso,F,No informa edad,SANTIAGO
enero,Presencial,Consulta,M,40,LAS CONDES
enero,BUZON,Acceso,M,62,LA FLORIDA
enero,Presencial,Consulta,F,30,SAN BERNARDO
enero,Presencial,Consulta,F,39,PUDAHUEL
enero,Presencial,Consulta,M,16,DIEGO DE ALMAGRO
enero,Presencial,Consulta,M,43,PUENTE ALTO
enero,BUZON,Felicitación,M,59,SANTA CRUZ
enero,BUZON,Felicitación,M,52,MARIQUINA
enero,BUZON,Felicitación,F,43,PADRE DE LAS CASAS
enero,Presencial,Consulta,M,49,LOTA
enero,Presencial,Consulta,M,21,PAINE
enero,Presencial,Consulta,M,28,HUELPEN
enero,Presencial,Consulta,F,47,LA GRANJA
enero,Presencial,Consulta,M,30,LA FLORIDA
enero,Presencial,Consulta,F,50,CONCEPCION
enero,Presencial,Consulta,M,17,HUECHURABA
enero,Presencial,Consulta,F,73,CHIGUAYANTE
enero,Presencial,Consulta,M,56,PENALOLEN
enero,Presencial,Consulta,M,21,TREHUACO
enero,Presencial,Consulta,M,21,TREHUACO
enero,Presencial,Consulta,F,22,OSORNO
enero,Presencial,Consulta,F,64,SAN PEDRO DE LA PAZ
enero,Presencial,Consulta,M,21,LOTA
enero,Presencial,Consulta,M,44,OSORNO
enero,Presencial,Consulta,F,26,PUERTO OCTAY
enero,Presencial,Consulta,M,29,OSORNO
enero,Presencial,Consulta,F,26,OSORNO
enero,Presencial,Consulta,M,44,VALLENAR
enero,Presencial,Consulta,F,31,HUECHURABA
enero,Presencial,Consulta,F,24,PURRANQUE
enero,Presencial,Consulta,F,21,RECOLETA
enero,Presencial,Consulta,M,36,TALCAHUANO
enero,Presencial,Consulta,M,58,PURRANQUE
enero,Presencial,Consulta,F,68,RECOLETA
enero,Presencial,Consulta,F,39,RECOLETA
enero,Virtual,Consulta,M,42,LO PRADO
enero,Presencial,Consulta,M,51,CERRO NAVIA
enero,Presencial,Consulta,M,62,LA FLORIDA
enero,Telefónico,Consulta,F,41,PUENTE ALTO
enero,Presencial,Consulta,M,45,INDEPENDENCIA
